Code,Name,Close,Location,Industry,List_date,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE1618,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,
600055.SH,万东医疗,13.75,北京,医药生物,1997/5/19,0.28,0.2,0.19,0.19,0.12,0.2,0.149,0.184,0.194,0.317,0.131,0.19,0,1,0.223333333,0.177666667,3.6325,是,1,61.56716418,35.18610402,0.257035647,404.66%,-3.715640524,3.785271851,5359488532,
600056.SH,中国医药,14.99,北京,医药生物,1997/5/15,1.4455,1.2153,0.9237,0.6069,0.5568,1.06,1.1209,0.8651,0.6269,0.7913,0.68,0.9818,0,1,1.194833333,1.015333333,7.91,是,1,12.5456828,30.00022588,0.176789232,167.01%,-2.854767639,1.895069532,13388123741,
600057.SH,厦门象屿,4.83,福建,交通运输,1997/6/4,0,0,0.36,0.28,0.32,0.28,0.13,0.29,0.07,1.62,-1.64,-1.89,0,0,0.12,0.233333333,4.4531,是,1,40.25,25.94745832,-0.485714286,124.87%,0.695192929,1.084637668,8500369095,
600058.SH,五矿发展,6.97,北京,商业贸易,1997/5/28,-0.886,0.0322,0.027,-3.6878,0.196,0.261,-0.3549,0.5017,0.359,0.2488,0.8497,1.2854,0,0,-0.2756,0.135933333,3.8083,-,0,10000,0,-3.027464443,132.70%,2.927346626,1.830212956,7846386405,
600059.SH,古越龙山,7.33,浙江,食品饮料,1997/5/16,0.21,0.2,0.15,0.16,0.26,0.23,0.301,0.27,0.2,0.137,0.26,0.384,0,1,0.186666667,0.267,5.033,是,1,39.26785714,46.99243647,-0.300873908,483.03%,-8.296703671,1.45638784,6751176778,
600060.SH,海信电器,9.55,山东,家用电器,1997/4/22,0.3,0.72,1.34,1.138,1.07,1.21,1.225,1.937,0.96,1.01,0.46,0.413,0,1,0.786666667,1.457333333,10.7692,是,1,12.13983051,30.01075867,-0.460201281,216.69%,12.94225108,0.886788248,12482910858,
600061.SH,国投资本,12.15,上海,非银金融,1997/5/19,0.4,0.68,0.69,1.33,0.01,0.01,0.01,0.04,0.049,0.01,0.01,0.04,0,1,0.59,0.02,8.6129,是,1,20.59322034,20.38736473,28.5,140.76%,0.573251602,1.410674686,50514200238,
600062.SH,华润双鹤,12.44,北京,医药生物,1997/5/22,0.9284,0.9692,0.9858,0.9125,0.9479,1.523,1.0747,0.9253,0.9097,0.7897,0.8191,0.9921,0,1,0.961133333,1.174333333,7.515,是,1,12.94305334,30.05010408,-0.181549815,395.33%,-4.232812653,1.655355955,12915282850,
600063.SH,皖维高新,3.64,安徽,化工,1997/5/28,0.07,0.05,0.07,0.07,0.12,0.01,-0.1,0.14,0.22,0.14,0.17,0.344,0,1,0.063333333,0.016666667,2.3925,是,1,57.47368421,37.00700968,2.8,75.33%,1.659615406,1.521421108,6721372475,
600064.SH,南京高科,8.29,江苏,房地产,1997/5/6,0.775,1.225,1.199,1.096,1.181,0.834,0.744,0.71,0.609,0.743,0.558,0.473,0,1,1.066333333,0.762666667,7.5493,是,1,7.77430447,32.24147799,0.398164336,88.49%,3.836249588,1.098115057,11333724663,
600066.SH,宇通客车,13.25,河南,汽车,1997/5/8,1.01,1.41,1.83,1.6,1.77,1.43,2.31,2.27,1.65,1.08,1.02,0.94,0,1,1.416666667,2.003333333,7.0647,是,1,9.352941176,48.09786345,-0.292845258,147.07%,3.127653265,1.875521961,31061567299,
600067.SH,冠城大通,3.57,福建,房地产,1997/5/8,0.51,0.4,0.22,0.15,0.58,1.08,0.71,1.08,0.7,0.46,0.3,0.43,0,1,0.376666667,0.956666667,5.2527,是,1,9.477876106,19.12156667,-0.606271777,183.74%,2.950198155,0.679650465,5640178541,
600068.SH,葛 洲 坝,6.3,湖北,建筑装饰,1997/5/26,0.887,0.892,0.686,0.583,0.529,0.454,0.448,0.445,0.396,0.65,0.487,0.371,0,1,0.821666667,0.449,5.8209,是,1,7.667342799,17.79545281,0.829992576,134.83%,0.511042986,1.08230686,28319381084,
600069.SH,银鸽投资,1.97,河南,轻工制造,1997/4/30,-0.0546,0.04,-0.32,0.05,-0.84,-0.34,0.02,-0.26,0.04,0.1,0,0,0,0,-0.111533333,-0.193333333,1.2445,-,0,10000,0,-0.423103448,118.68%,2.269108024,1.582965046,4303159687,
600070.SH,浙江富润,9.27,浙江,综合,1997/6/4,0.42,0.32,0.28,0.07,-0.24,0.67,0.7,0.27,0.45,0.29,0.04,0.36,0,0,0.34,0.546666667,4.5254,是,1,27.26470588,18.69908555,-0.37804878,186.43%,42.86535167,2.048437707,5083755189,
600071.SH,凤凰光学,8.81,江西,电子,1997/5/28,-0.03,0.14,-0.49,0.0835,-0.4245,-0.1189,0.0263,0.0194,0.231,0.2131,0.1166,0.16,0,0,-0.126666667,-0.0244,1.7531,-,0,10000,0,4.191256831,128.50%,-13.91498537,5.025383606,3071971129,
600072.SH,中船科技,11.05,上海,国防军工,1997/6/3,0.089,0.041,-0.08,0.047,0.022,-0.381,-0.159,0.08,0.111,0.263,0.254,0.278,0,0,0.016666667,-0.153333333,5.0503,是,1,663,22.50584745,-1.108695652,132.07%,1.18328646,2.187988832,9895198428,
600073.SH,上海梅林,8.6,上海,食品饮料,1997/7/4,0.33,0.3,0.27,0.17,0.1595,0.19,0.19,0.42,0.01,-0.19,0.014,0.017,0,1,0.3,0.266666667,4.0624,是,1,28.66666667,30.64453343,0.125,150.92%,-6.184852711,2.116975187,7267403408,
600074.SH,*ST 保千,1.04,江苏,电子,1997/6/23,-0.69,-3.17,0.34,0.18,0.029,0.266,-0.795,0.019,-0.388,-0.364,0.035,-0.233,0,0,-1.173333333,-0.17,-2.0703,-,0,10000,0,5.901960784,34.43%,-0.821523617,-0.502342656,2535401491,
600075.SH,新疆天业,4.88,新疆,化工,1997/6/17,0.51,0.55,0.89,0.09,0.09,-0.49,-0.16,0.22,0.2541,0.0157,0.1316,0.6188,0,0,0.65,-0.143333333,4.932,是,1,7.507692308,19.70286814,-5.534883721,77.38%,4.24349061,0.98945661,4813985642,
600076.SH,康欣新材,3.82,山东,轻工制造,1997/5/26,0.45,0,0.37,0.45,-0.03,0.14,0.1,-0.06,-0.06,0.02,-0.1,-0.42,0,0,0.273333333,0.06,3.6203,是,1,13.97560976,4.423830633,3.555555556,193.74%,3.0305983,1.055161174,4354251983,
600077.SH,宋都股份,2.82,浙江,房地产,1997/5/20,0.31,0.12,-0.15,0,0.03,0.34,0.36,0.78,0.07,-0.1645,-0.12,0,0,0,0.093333333,0.493333333,3.0744,是,1,30.21428571,10.10103573,-0.810810811,147.35%,0.972052576,0.917252147,3403910708,
600078.SH,澄星股份,5.74,江苏,化工,1997/6/27,0.03,0.09,0.091,0.027,0.034,0.036,0.049,0.084,0.083,0.1,0.194,0.139,0,1,0.070333333,0.056333333,2.5499,是,1,81.61137441,34.27055489,0.24852071,93.23%,0.651482224,2.251068669,3153846818,
600079.SH,人福医药,14.96,湖北,医药生物,1997/6/6,-1.81,1.53,0.63,0.52,0.85,0.83,0.82,0.62,0.46,0.48,0.2,0.18,0,0,0.116666667,0.756666667,6.5326,-,0,128.2285714,0,-0.845814978,114.65%,0.547565426,2.290052965,17381563238,
600080.SH,金花股份,5.96,陕西,医药生物,1997/6/12,0.1076,0.1751,0.0894,0.0832,0.1014,0.1493,0.145,0.5423,0.1099,-0.0478,-0.1742,0.1088,0,1,0.124033333,0.278866667,4.7452,是,1,48.05159903,38.96144899,-0.555223524,116.23%,9.298931565,1.256006069,2172433059,
600081.SH,东风科技,10.59,上海,汽车,1997/7/3,0.4685,0.4441,0.3721,0.4884,0.6472,0.5457,0.309,0.4386,0.5226,0.0968,-0.2248,0,0,1,0.428233333,0.4311,4.1208,是,1,24.72950883,30.30861906,-0.006649656,98.19%,2.159904677,2.569889342,3235939200,
600082.SH,海泰发展,3.43,天津,房地产,1997/6/20,0.0227,0.0221,-0.127,0.0161,0.0631,0.06,0.07,0.13,0.1,0.14,0.43,0.38,0,0,-0.0274,0.086666667,2.6247,-,0,10000,0,-1.316153846,212.95%,2.450626218,1.306816017,2422934348,
600083.SH,博信股份,8.35,江苏,综合,1997/6/6,-0.228,0.0366,0.013,0.049,0.025,0.033,-0.028,0.072,-0.02,-0.047,0.005,0.1761,0,0,-0.059466667,0.025666667,0.0516,-,0,10000,0,-3.316883117,251.70%,-1.625323826,161.8217054,4692000000,
600084.SH,中葡股份,2.37,新疆,食品饮料,1997/7/11,-0.1399,-0.08,0.0113,0.0138,0.0129,0.0194,0.0123,-0.23,0.09,-0.39,-0.653,0.016,0,0,-0.069533333,-0.0661,1.9458,-,0,10000,0,0.051941503,403.91%,-6.014587277,1.218008017,2843028880,
600085.SH,同 仁 堂,24.78,北京,医药生物,1997/6/25,0,0,0,0.639,0.562,0.487,0.438,0,0.659,0.548,0.497,0,0,0,0,0.308333333,6.7526,是,1,10000,31.43677564,-1,328.99%,-1.699884891,3.669697598,36481108969,
600086.SH,东方金钰,2.24,湖北,轻工制造,1997/6/6,-1.2729,0.1712,0,0,0.2802,0.4461,0.455,0.2222,0.1631,0.0345,0.0161,0.0389,0,0,-0.367233333,0.374433333,1.103,-,0,10000,0,-1.980770943,203.49%,0.380389401,2.030825023,3442500000,
600088.SH,中视传媒,13.11,上海,传媒,1997/6/16,0.288,0.248,-0.376,0.08,0.159,0.204,0.136,0.221,0.241,0.484,0.229,0.226,0,0,0.053333333,0.187,2.9643,是,1,245.8125,30.21336203,-0.714795009,337.84%,-1.270493866,4.422629289,4983261192,
600089.SH,特变电工,7.17,新疆,电气设备,1997/6/18,0.4905,0.61,0.6785,0.5816,0.524,0.504,0.3721,0.4664,0.8598,0.8505,0.8447,0.6306,0,1,0.593,0.4475,7.7963,是,1,12.09106239,32.64677417,0.325139665,131.56%,1.815616575,0.919667022,24105890001,
600090.SH,同 济 堂,3.99,新疆,医药生物,1997/6/16,0.37,0.36,0.38,0.035,0.103,0.291,0.039,0.159,0.107,0.014,0.2127,0.1972,0,1,0.37,0.163,4.2119,-,0,10.78378378,54.44194234,1.26993865,469.66%,-5.436197993,0.947315938,5744255151,
600091.SH,ST 明 科,3.43,内蒙古,化工,1997/7/4,0.01,0.01,0.03,0.1,-0.48,-0.33,0.04,-0.43,0.04,-2.85,-0.59,0.03,0,0,0.016666667,-0.24,2.0553,-,0,205.8,0,-1.069444444,1646.09%,-24.13672101,1.668856128,1552814460,
600093.SH,易见股份,11.93,四川,非银金融,1997/6/26,0.73,0.73,0.54,0.463,0.11,0.16,0.062,0.067,0.008,0.0084,-0.175,0.0084,0,1,0.666666667,0.096333333,6.3092,-,0,17.895,0,5.920415225,239.38%,1.961762206,1.890889495,16152019525,
600094.SH,大 名 城,7.39,上海,房地产,1997/7/3,0.2225,0.5704,0.3949,0.2273,0.2111,0.169,0.125,0.4608,0.0033,0.0025,1.34,-1.607,0,1,0.395933333,0.2516,4.9103,是,1,18.66475838,8.990315656,0.573661897,159.16%,0.43362696,1.504999695,15520288107,
600095.SH,哈 高 科,10.03,黑龙江,房地产,1997/7/8,0.0419,0.058,0.0426,0.0404,0.032,0.0918,0.0678,0.0595,0.0379,-0.2319,0.0289,0.0896,0,1,0.0475,0.073033333,2.0604,是,1,211.1578947,31.02690656,-0.349612049,373.46%,-18.68287635,4.867986799,2727539916,
600096.SH,云 天 化,5.41,云南,化工,1997/7/9,0.0929,0.1528,-2.5668,0.0896,-2.2881,0.3795,-0.7607,0.2594,0.3082,0.1325,1.18,1.22,0,0,-0.7737,-0.0406,3.0658,-,0,10000,0,18.05665025,62.57%,-0.057529952,1.764629134,7166928189,
600097.SH,开创国际,9.94,上海,农林牧渔,1997/6/19,0.58,0.51,0.04,-0.55,0.52,0.51,0.64,0.32,0.1339,0.7508,1.8,0.03,0,0,0.376666667,0.49,6.8207,是,1,26.38938053,30.90716745,-0.231292517,432.38%,-2.620757158,1.457328427,2276850483,
600098.SH,广州发展,5.87,广东,公用事业,1997/7/18,0.2571,0.2489,0.2454,0.4778,0.4477,0.3749,0.3429,0.1865,0.3625,0.345,0.1757,0.5296,0,1,0.250466667,0.301433333,5.9819,是,1,23.43625233,38.88956021,-0.169081057,124.45%,1.154423421,0.981293569,17665753696,
600099.SH,林海股份,6.11,江苏,汽车,1997/7/4,0.0121,0.0088,0.0142,0.01,0.01,0.0018,0.0022,0.0149,0.015,0.0102,0.0192,0.0552,0,1,0.0117,0.0063,2.1598,-,0,522.2222222,0,0.857142857,440.21%,-2.580322011,2.828965645,1367308800,
600100.SH,同方股份,8.04,北京,计算机,1997/6/27,-1.309,0,1.4516,0.44,0.34,0.3262,0.3051,0.36,0.4867,0.3597,0.2672,0.74,0,0,0.047533333,0.330433333,5.3954,-,0,169.14446,0,-0.856148492,102.39%,2.003799706,1.490158283,23651913629,
600101.SH,明星电力,5.93,四川,公用事业,1997/6/27,0.31,0.3,0.26,0.27,0.3,0.51,0.34,0.68,0.47,0.53,0.28,0.27,0,1,0.29,0.51,6.8845,是,1,20.44827586,15.92531681,-0.431372549,93.07%,-4.608274958,0.861355218,2903671096,
600103.SH,青山纸业,1.98,福建,轻工制造,1997/7/3,0.0873,0.0594,0.0363,-0.138,0.0258,0.0162,-0.3014,0.0117,0.0522,-0.1878,0.0056,0.0352,0,0,0.061,-0.091166667,1.9473,是,1,32.45901639,0,-1.669104205,272.13%,86.91967642,1.016792482,4611635614,
600104.SH,上汽集团,19.33,上海,汽车,1997/11/25,0,0,0,0,0,0,0,1.834,1.611,1.006,0.1,0.704,0,0,0,0.611333333,20.0599,是,1,10000,40.88165522,-1,99.74%,3.815042726,0.963613976,2.72E+11,
600105.SH,永鼎股份,4.52,江苏,通信,1997/9/29,0.16,0.31,0.27,0.4,0.38,0.47,0.03,0.11,0.52,0.52,0.1,0.15,0,1,0.246666667,0.203333333,2.2144,是,1,18.32432432,96.54930918,0.213114754,178.34%,-16.98755844,2.041184971,5392624737,
600106.SH,重庆路桥,2.74,重庆,交通运输,1997/6/18,0.2,0.28,0.33,0.25,0.272,0.3024,0.2564,0.7834,0.2951,0.2213,0.2274,0.334,0,1,0.27,0.4474,3.2171,是,1,10.14814815,32.72049577,-0.396513187,376.26%,1.606256578,0.851698735,3527957438,
600107.SH,美 尔 雅,9.16,湖北,纺织服装,1997/11/6,0.02,0.01,0.01,0.01,-0.02,0.03,0.04,0.078,0.04,0.038,0.05,0.05,0,0,0.013333333,0.049333333,1.5688,-,0,687,0,-0.72972973,129.37%,3.891831728,5.838857726,2322000000,
600108.SH,亚盛集团,3.55,甘肃,农林牧渔,1997/8/18,0.0435,0.0503,0.0388,0.0632,0.1059,0.1954,0.2413,0.0637,0.0749,0,0,0,0,1,0.0442,0.1668,2.4442,是,1,80.31674208,10.33978229,-0.73501199,181.96%,1.286845082,1.452417969,5392954885,
600109.SH,国金证券,9.06,四川,非银金融,1997/8/7,0.334,0.397,0.429,0.801,0.323,0.245,0.274,0.232,0.438,0.516,1.512,1.322,0,1,0.386666667,0.250333333,6.4442,是,1,23.43103448,11.97182256,0.54460719,0.00%,0,1.405915397,24860233528,
600110.SH,诺德股份,4.51,吉林,电子,1997/10/7,0.0845,0.1652,0.0228,0.1257,-0.2279,0.0048,0.0045,-0.0595,0.0274,0.0061,0.0569,0.1157,0,0,0.090833333,-0.016733333,1.8565,-,0,49.65137615,0,-6.428286853,93.59%,0.803980606,2.429302451,4808304565,
600111.SH,北方稀土,9.04,内蒙古,有色金属,1997/9/24,0.1607,0,0.025,0,0.265,0.65,0.62,2.87,0.93,0.069,0.209,0.7634,0,0,0.0619,1.38,2.5393,是,1,146.0420032,31.11614362,-0.955144928,253.74%,2.322565177,3.56003623,36112676040,
600112.SH,天成控股,1.58,贵州,电气设备,1997/11/27,0.0337,0.0388,-0.1943,-0.3468,0.0312,0.0143,0.147,0.1556,0.197,0.3003,0.1825,0.1274,0,0,-0.0406,0.105633333,2.3945,-,0,10000,0,-1.384348375,73.39%,0.78261861,0.659845479,1023501740,
600113.SH,浙江东日,6.23,浙江,商业贸易,1997/10/21,0.33,0.3,0.31,0.29,0.05,0.06,0.09,0.23,0.25,0.19,0.13,0.12,0,1,0.313333333,0.126666667,2.3166,是,1,19.88297872,15.72332279,1.473684211,126.96%,2.722597791,2.689286023,2768931707,
600114.SH,东睦股份,9.25,浙江,有色金属,2004/5/11,0.51,0.7,0.45,0.42,0.34,0.36,0.19,0.3,0.24,-0.04,0.06,0.11,0,1,0.553333333,0.283333333,4.1836,是,1,16.71686747,115.1622662,0.952941176,281.38%,-6.650114096,2.211014437,3760589226,
600115.SH,东方航空,4.13,上海,交通运输,1997/11/5,0.19,0.44,0.33,0.36,0.27,0.2,0.3042,0.4334,0.4826,0.0839,-2.86,0.12,0,1,0.32,0.312533333,3.8546,-,0,12.90625,0,0.023890785,22.77%,0.576409612,1.071447102,83863087119,
600116.SH,三峡水利,8.22,重庆,公用事业,1997/8/4,0.22,0.35,0.23,0.64,0.53,0.39,0.31,0.25,0.27,0.24,0.23,0.2,0,1,0.266666667,0.316666667,2.8718,是,1,30.825,46.49369612,-0.157894737,105.98%,4.792065549,2.862316317,7477331430,
600117.SH,西宁特钢,3.08,青海,钢铁,1997/10/15,-1.96,0.06,0.09,-2.18,0.06,-0.1,0.04,0.44,0.31,0.05,0.0237,0.4068,0,0,-0.603333333,0.126666667,1.0416,-,0,10000,0,-5.763157895,44.62%,0.184739748,2.956989247,3407085502,
600118.SH,中国卫星,29.81,北京,国防军工,1997/9/8,0.35,0.35,0.34,0.32,0.3,0.28,0.3,0.33,0.3,0.56,0.6,0.39,0,1,0.346666667,0.303333333,4.6278,是,1,85.99038462,31.14495436,0.142857143,223.18%,-2.172251076,6.441505683,23957229875,
600119.SH,长江投资,5.53,上海,交通运输,1998/1/15,-2.19,-0.3,0.46,0.28,0.1326,0.12,0.11,0.06,0.0423,0.0429,0.0053,0.04,0,0,-0.676666667,0.096666667,0.4522,-,0,10000,0,-8,97.84%,0.783685081,12.22910217,1681478000,
600120.SH,浙江东方,8.52,浙江,非银金融,1997/12/1,0.8,1.1,1.31,1.16,1.22,1.2,0.79,0.43,0.41,0.21,0.17,0.24,0,1,1.07,0.806666667,10.5524,是,1,7.962616822,12.42666059,0.326446281,109.08%,-272.7550088,0.807399265,12762918367,
600121.SH,郑州煤电,2.01,河南,采掘,1998/1/7,0.1502,0.618,-0.6203,-0.536,0.06,0.05,0.43,0.18,0.21,0.18,0.3,0.3,0,0,0.0493,0.22,3.3325,是,1,40.77079108,33.29753268,-0.775909091,70.52%,0.870285809,0.603150788,2826715928,
600122.SH,宏图高科,1.67,江苏,商业贸易,1998/4/20,-1.76,0.53,0.39,0.3652,0.32,0.2446,0.208,0.1773,0.4885,0.4502,0.4526,0.1747,0,0,-0.28,0.209966667,5.2577,-,0,10000,0,-2.333545007,152.51%,12.70658161,0.317629382,2941976209,
600123.SH,兰花科创,5.21,山西,采掘,1998/12/17,0.946,0.6842,-0.5778,0.012,0.0585,0.8765,1.6307,2.9108,2.3008,2.2243,2.4531,1.4135,0,0,0.3508,1.806,8.9328,是,1,14.85176739,31.71301681,-0.805758583,39.55%,0.390562729,0.583243776,7037184000,
600125.SH,铁龙物流,4.74,辽宁,交通运输,1998/5/11,0.389,0.253,0.185,0.215,0.262,0.323,0.354,0.386,0.474,0.347,0.293,0.362,0,1,0.275666667,0.354333333,4.3415,是,1,17.19467956,30.8439595,-0.22201317,157.09%,6.926516964,1.091788552,7310922494,
600126.SH,杭钢股份,6.71,浙江,钢铁,1998/3/11,0.57,0.69,0.32,-1.3,0.01,0.02,-0.45,0.36,0.42,0.17,0.04,0.55,0,0,0.526666667,-0.023333333,5.4755,-,0,12.74050633,0,-23.57142857,137.78%,-6.88176226,1.225458862,16413138943,
600127.SH,金健米业,9.87,湖南,农林牧渔,1998/5/6,-0.08,0.02,0.02,-0.27,0.0191,0.02,0.01,-0.1231,0.0104,0.007,-0.3652,0.023,0,0,-0.013333333,-0.031033333,1.0932,-,0,10000,0,-0.570354458,102.72%,0.806684975,9.028540066,2451611893,
600129.SH,太极集团,11.1,重庆,医药生物,1997/11/18,0.13,0.23,2,0.5434,-0.65,0.03,-0.52,0.0484,-0.3785,0.1148,0.0716,0.25,0,0,0.786666667,-0.1472,5.9152,是,1,14.11016949,79.25747843,-6.344202899,70.39%,-0.016436289,1.876521504,6459932630,
600130.SH,波导股份,3.7,浙江,通信,2000/7/6,0.04,-0.2,0.04,0.08,0.1,0.09,0.09,0.08,0.06,0.02,-0.22,-0.77,0,0,-0.04,0.086666667,1.1402,-,0,10000,0,-1.461538462,335.99%,-7.807266827,3.245044729,2641920000,
600131.SH,岷江水电,18,四川,公用事业,1998/4/2,0.2,0.16,0.33,0.25,0.31,-0.32,0.14,0.25,0.28,-0.11,-0.6,0.26,0,0,0.23,0.023333333,2.4165,是,1,78.26086957,24.50747691,8.857142857,34.64%,1.32110516,7.448789572,8917973992,
600132.SH,重庆啤酒,47.12,重庆,食品饮料,1997/10/30,0.83,0.68,0.37,-0.14,0.15,0.33,0.33,0,0,0,0.34,0.43,0,0,0.626666667,0.22,2.3659,是,1,75.19148936,95.83995323,1.848484848,94.13%,-1.107567398,19.91631092,23559717919,
600133.SH,东湖高新,5.93,湖北,建筑装饰,1998/2/12,0.4414,1.4395,0.2296,0.2239,0.4661,-0.752,0.0255,0.0318,0.0355,0.26,0.1119,0.1167,0,0,0.7035,-0.231566667,5.2692,是,1,8.429282161,5.36764251,-4.038002015,126.31%,0.523952696,1.125408032,3829316644,
600135.SH,乐凯胶片,7.28,河北,轻工制造,1998/1/22,0.0395,0.1588,0.1103,0.1015,0.0806,0.0706,0.0792,-0.1635,0.0095,0.006,0.004,0.11,0,1,0.102866667,-0.004566667,4.5152,是,1,70.77122489,30.36675788,-23.52554745,272.66%,37.75089014,1.61233168,3305280533,
600136.SH,当代明诚,8.64,湖北,传媒,1998/3/3,0.37,0.26,0.25,0.35,0.01,0.01,0.05,0.11,0.1,0.37,0.21,0.26,0,1,0.293333333,0.056666667,6.8748,是,1,29.45454545,6.29554091,4.176470588,278.05%,0.9452331,1.256763833,4467460646,
600137.SH,浪莎股份,13.92,四川,纺织服装,1998/4/16,0.3,0.236,0.138,-0.213,0.02,0.084,0.11,0.36,0.45,0.35,0.37,4.22,0,0,0.224666667,0.184666667,5.1439,是,1,61.95845697,40.00480123,0.216606498,295.92%,-1.803553566,2.706117926,1342574890,
600138.SH,中 青 旅,9.86,北京,休闲服务,1997/12/3,0.83,0,0,0,0,0.77,0.71,0.64,0.64,0.61,0.313,0.52,0,0,0.276666667,0.706666667,8.4544,是,1,35.63855422,16.96249998,-0.608490566,117.72%,2.86275042,1.166256624,8468928000,
600139.SH,西部资源,2.77,四川,综合,1998/2/25,0.0044,-0.9054,0.0175,-0.4073,0.0242,-0.0852,0.2817,0.7243,0.5695,0.3923,0.69,0.43,0,0,-0.2945,0.306933333,0.65,-,0,10000,0,-1.959491746,99.04%,-0.165211981,4.261538462,2151144151,
600141.SH,兴发集团,9.84,湖北,化工,1999/6/16,0.49,0.52,0.17,0.15,1.04,0.14,0.81,0.636,0.5086,0.4593,1.1713,0.3703,0,1,0.393333333,0.528666667,8.995,是,1,25.01694915,36.15470484,-0.255989912,41.35%,0.354909815,1.093941078,9001161057,
600143.SH,金发科技,7.96,广东,化工,2004/6/23,0.2297,0.2017,0.288,0.28,0.19,0.29,0.3,0.67,0.41,0.2,0.16,0.57,0,1,0.2398,0.42,3.7667,是,1,33.19432861,42.16047583,-0.429047619,158.62%,1.567530909,2.113255635,16393974325,
600145.SH,*ST 新亿,1.87,新疆,商业贸易,1999/9/23,0.0066,0.0069,-0.002,0.16,-4.07,-0.23,0.01,-0.06,0.15,-0.35,-0.72,0.02,0,0,0.003833333,-0.093333333,0.4263,-,0,487.826087,0,-1.041071429,815.50%,-711.8092108,4.386582219,2788357711,
600146.SH,商赢环球,10.35,宁夏,纺织服装,1999/7/7,-3.89,0.45,0.108,-0.305,0.066,-0.46,0.055,-0.31,0.02,-0.24,0.011,-0.094,0,0,-1.110666667,-0.238333333,2.5124,-,0,10000,0,3.66013986,302.33%,-11.89803796,4.119566948,6621877300,
600148.SH,长春一东,11.16,吉林,汽车,1998/5/20,0.25,0.13,0.0859,0.0079,0.27,0.2082,0.0237,0.29,0.149,-0.27,0.079,0.059,0,1,0.1553,0.173966667,2.9611,-,0,71.86091436,0,-0.107300249,172.86%,5.617912374,3.768869677,1809995396,
600149.SH,ST 坊 展,5.06,河北,综合,1999/10/14,0.0054,0.0536,-0.0652,-0.1687,0.016,-0.1332,0.0163,0.1379,-0.889,0.006,-0.03,0.018,0,0,-0.002066667,0.007,0.5428,-,0,10000,0,-1.295238095,149.84%,-2.465927784,9.322033898,1992038400,
600150.SH,*ST 船舶,18.35,上海,国防军工,1998/5/20,0.35,-1.67,-1.89,0.04,0.03,0.03,0.02,2.12,3.94,3.77,6.28,5.53,0,0,-1.07,0.723333333,10.9534,是,1,10000,30.14197819,-2.479262673,173.74%,2.507433095,1.675278909,27741507248,
600151.SH,航天机电,4.35,上海,电气设备,1998/6/5,0.0269,-0.2155,0.1523,0.1381,0.0179,0.1154,-0.843,0.0154,0.1601,0.1035,0.0394,0.072,0,0,-0.0121,-0.2374,4.1715,-,0,10000,0,-0.949031171,122.38%,2.454049401,1.042790363,6640588089,
600152.SH,维科精华,6.11,浙江,电子,1998/6/9,0.1228,0.0448,0,0,0,0.0978,-0.4998,0.3217,0.2122,0.0777,0.0152,0.38,0,0,0.055866667,-0.026766667,3.171,-,0,109.3675418,0,-3.087173101,141.07%,3.524244293,1.92683696,2281386872,
600153.SH,建发股份,7.6,福建,交通运输,1998/6/16,0,0,0,0,0,1.2,0.96,1.01,0.78,0.86,0.5,1.12,0,0,0,1.056666667,9.7191,是,1,10000,30.34231825,-1,178.64%,0.423615196,0.781965408,22681604240,
600155.SH,宝硕股份,12.15,北京,非银金融,1998/9/18,0.09,0.08,-0.22,0.47,-0.36,1.68,-0.34,5.25,0.01,-0.71,-1.74,0.05,0,0,-0.016666667,2.196666667,8.5487,-,0,10000,0,-1.007587253,144.22%,0.671333665,1.421268731,21431337903,
600156.SH,华升股份,4.56,湖南,纺织服装,1998/5/27,0.0687,-0.2153,0.0236,0.0233,-0.0788,0.1761,0.0104,0.0107,0.009,0.0138,0.0254,0.0365,0,0,-0.041,0.065733333,1.6164,-,0,10000,0,-1.623732252,176.54%,-3.006147863,2.82108389,1632569450,
600157.SH,永泰能源,1.31,山西,采掘,1998/5/13,0.0053,0.0485,0.0562,0.0583,0.1146,0.2696,0.5761,0.5885,0.485,0.0848,0.01,0.011,0,1,0.036666667,0.478066667,1.9399,-,0,35.72727273,0,-0.923302189,50.96%,-0.409489125,0.675292541,17271855503,
600158.SH,中体产业,8.47,天津,传媒,1998/3/27,0.0994,0.0689,0.0723,0.092,0.1222,0.1616,0.0924,0.0943,0.0937,0.0634,0.2457,0.2057,0,1,0.0802,0.1161,2.0092,是,1,105.6109726,30.16698135,-0.309216193,187.96%,-4.620305798,4.215608202,7804552200,
600159.SH,大龙地产,2.5,北京,房地产,1998/5/26,0.11,0.03,0.12,0.07,0.16,0.28,-0.12,0.33,0.03,0.82,0.01,0.11,0,1,0.086666667,0.163333333,2.757,是,1,28.84615385,45.55755191,-0.469387755,305.17%,-5.742633907,0.906782735,2083308112,
