Code,Name,Close,Location,Industry,List_date,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE1618,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,
000990.SZ,诚志股份,12.11,江西,化工,2000/7/6,0.6778,0.645,0.29,0.312,0.229,0.175,0.092,0.107,0.073,0.142,0.106,0.211,0,1,0.5376,0.124666667,12.9127,-,0,22.52604167,0,3.312299465,200.99%,6.335116333,0.937836394,17855419846,
000993.SZ,闽东电力,6.18,福建,公用事业,2000/7/31,-0.85,0.06,0.07,0.06,0.07,0.16,0.15,0.05,0.28,0.24,0.13,0.06,0,0,-0.24,0.12,4.0284,-,0,10000,0,-3,122.02%,2.4690156,1.534107834,3136967467,
000995.SZ,*ST 皇台,7.47,甘肃,食品饮料,2000/8/7,-0.54,-1.06,-0.71,0.01,-0.22,-0.17,0.06,0.03,-0.33,0.04,-0.33,-0.29,0,0,-0.77,-0.026666667,-1.3426,-,0,10000,0,27.875,27.39%,-1.266651735,-5.563831372,1325237760,
000996.SZ,中国中期,8.2,北京,汽车,2000/7/18,0.044,0.0878,0.0891,0.0428,0.0413,0.08,0.2979,0.1379,0.0622,0.0249,0.04,0.07,0,1,0.073633333,0.171933333,1.5822,-,0,111.3626075,0,-0.57173323,539.01%,-4.262650384,5.18265706,3405150000,
000997.SZ,新 大 陆,15.91,福建,计算机,2000/8/7,0.5793,0.6877,0.49,0.36,0,0.43,0.16,0.15,0.15,0.19,0.08,0.19,0,0,0.585666667,0.246666667,5.0348,是,1,27.16562322,53.46839821,1.374324324,179.46%,-3.361124681,3.160006356,15606599769,
000998.SZ,隆平高科,16.96,湖南,农林牧渔,2000/12/11,0.63,0.61,0.41,0.49,0.3634,0.45,0.41,0.481,0.269,0.17,0.257,0.313,0,1,0.55,0.447,5.204,是,1,30.83636364,32.90747466,0.230425056,149.75%,0.88771188,3.259031514,16791371300,
000999.SZ,华润三九,28.33,广东,医药生物,2000/3/9,1.46,1.33,0,1.28,1.06,1.21,1.04,0.78,0.83,0.72,0,0.2858,0,0,0.93,1.01,11.0611,是,1,30.46236559,26.65853021,-0.079207921,124.33%,-5.682292069,2.561228088,28769871000,
001696.SZ,宗申动力,5.43,重庆,汽车,1997/3/6,0.3267,0.2379,0.2542,0.3329,0.33,0.26,0.29,0.335,0.34,0.63,0.58,0.51,0,1,0.272933333,0.295,3.5806,是,1,19.89496825,70.40704388,-0.07480226,187.42%,11.99065197,1.516505614,6080092945,
001896.SZ,豫能控股,3.24,河南,公用事业,1998/1/22,-0.574,0.047,0.5376,0.6547,0.433,0.4673,0.07,0.0262,0.03,-0.41,-0.94,0.0265,0,0,0.003533333,0.187833333,4.9481,-,0,916.9811321,0,-0.981188997,74.96%,0.609079677,0.654796791,3854469287,
002001.SZ,新 和 成,27.08,浙江,医药生物,2004/6/25,1.43,1.57,1.1,0.37,0.74,1.22,1.17,1.6,1.61,2.98,4.02,0.23,0,1,1.366666667,1.33,7.5258,是,1,19.81463415,48.85092585,0.027568922,383.31%,-2.733327381,3.598288554,45766506990,
002002.SZ,鸿达兴业,3.89,江苏,化工,2004/6/25,0.2362,0.4055,0.3365,0.5653,0.4065,0.5839,0.0134,0.0195,-0.4083,0.0576,-0.7743,-0.21,0,1,0.326066667,0.2056,2.3525,是,1,11.93007565,25.30330407,0.585927367,79.22%,1.389894999,1.653560043,10277193742,
002003.SZ,伟星股份,5.64,浙江,纺织服装,2004/6/25,0.41,0.63,0.69,0.6,0.69,0.81,0.65,0.78,1.24,0.85,0.78,0.8,0,1,0.576666667,0.746666667,3.122,是,1,9.780346821,85.50417751,-0.227678571,279.35%,-4.391888811,1.806534273,4532962159,
002004.SZ,华邦健康,4.8,重庆,化工,2004/6/25,0.25,0.25,0.28,0.34,0.67,0.53,0.66,2.31,1,0.97,0.67,1.56,0,1,0.26,1.166666667,4.4549,是,1,18.46153846,85.184853,-0.777142857,147.14%,0.727096865,1.077465263,9206624238,
002005.SZ,德豪润达,1.61,安徽,电子,2004/6/25,-0.3294,-0.6664,0.0227,0.0142,0.0109,0.0076,0.1451,0.81,0.56,0.15,-0.19,0.19,0,0,-0.324366667,0.3209,1.2775,-,0,10000,0,-2.01080295,95.85%,2.606231051,1.260273973,2629432800,
002006.SZ,精功科技,4.36,浙江,机械设备,2004/6/25,0.01,0.22,0.14,0.03,0.03,-0.44,-0.43,1.35,0.63,0.16,-0.33,0.05,0,0,0.123333333,0.16,2.2479,-,0,35.35135135,0,-0.229166667,159.38%,159.8531756,1.93958806,1975394400,
002007.SZ,华兰生物,49.07,河南,医药生物,2004/6/25,1.2252,0.8825,0.839,1.0134,0.9266,0.8233,0.5203,0.6434,1.0627,1.6896,0.85,0.55,0,1,0.982233333,0.662333333,5.9427,是,1,49.95757967,32.83412236,0.482989431,972.66%,-21.28859856,8.257189493,46946354809,
002008.SZ,大族激光,29.16,广东,电子,2004/6/25,1.61,1.56,0.71,0.71,0.67,0.53,0.59,0.5539,0.5395,0.0043,0.21,0.45,0,1,1.293333333,0.557966667,7.2835,是,1,22.54639175,12.2392185,1.31794014,144.31%,14.28117701,4.003569712,37336752253,
002009.SZ,天奇股份,7.57,江苏,机械设备,2004/6/29,0.37,0.23,0.28,0.27,0.3,0.15,0.22,0.17,0.35,0.01,0.24,0.4,0,1,0.293333333,0.18,5.6402,是,1,25.80681818,15.25565147,0.62962963,125.40%,2.852735629,1.342150988,2612373510,
002010.SZ,传化智联,6.12,浙江,交通运输,2004/6/29,0.25,0.14,0.18,0.2,0.44,0.35,0.32,0.31,0.64,0.69,0.37,0.53,0,1,0.19,0.326666667,3.733,是,1,32.21052632,39.77866983,-0.418367347,154.29%,7.416579303,1.639432092,22446343131,
002011.SZ,盾安环境,4.41,浙江,家用电器,2004/7/5,-2.36,0.1,0.09,0.1,0.15,0.25,0.3542,0.3827,0.5846,0.4789,0.4648,1.0028,0,0,-0.723333333,0.328966667,2.4124,-,0,10000,0,-3.198804337,94.24%,0.015386619,1.828055049,3962356618,
002012.SZ,凯恩股份,5.8,浙江,轻工制造,2004/7/5,0.05,0.07,0.02,0.04,0.09,0.03,0.18,0.6,0.54,0.31,0.11,-0.08,0,1,0.046666667,0.27,2.6414,是,1,124.2857143,9.424927554,-0.827160494,234.15%,7.089714419,2.195805255,2296041058,
002013.SZ,中航机电,7.62,湖北,国防军工,2004/7/5,0.23,0.24,0.37,0.53,0.53,0.58,0.52,0.18,0.21,0.24,0.21,0.33,0,1,0.28,0.426666667,2.4585,是,1,27.21428571,12.92478135,-0.34375,141.57%,3.678144157,3.099450885,23059365043,
002014.SZ,永新股份,9.09,安徽,轻工制造,2004/7/8,0.45,0.61,0.6,0.55,0.47,0.54,0.6,0.8,0.86,0.71,0.48,0.41,0,1,0.553333333,0.646666667,3.6505,是,1,16.42771084,77.44490473,-0.144329897,292.53%,-10.69951211,2.490069853,4094403966,
002015.SZ,霞客环保,5.96,江苏,化工,2004/7/8,0.013,0.019,-0.103,0.27,-4.32,-1.46,0.03,0.1,0.1,0.08,0.08,0.43,0,0,-0.023666667,-0.443333333,1.333,-,0,10000,0,-0.946616541,1029.41%,-4.025226596,4.471117779,7587307960,
002016.SZ,世荣兆业,6.9,广东,房地产,2004/7/8,0.9841,1.1284,0,0.0817,0.0228,0.86,0.37,0.18,0.2,0.16,0.22,-0.4565,0,0,0.704166667,0.47,3.328,是,1,9.798816568,50.80944032,0.49822695,191.66%,-8.909236368,2.073317308,6755948527,
002017.SZ,东信和平,11.86,广东,通信,2004/7/13,0.11,0.11,0.24,0.1855,0.1998,0.2013,0.1769,0.1625,0.1643,0.2045,0.27,0.3456,0,1,0.153333333,0.180233333,2.8087,是,1,77.34782609,34.16386081,-0.149250971,210.82%,-1.785841233,4.222594083,6974112632,
002018.SZ,*ST华信,0,安徽,综合,2004/7/13,-0.53,0.2,0.16,0.13,0.09,0.05,0.38,0.01,-0.42,0.02,1.12,0.55,0,0,-0.056666667,0.146666667,-0.4942,-,0,10000,0,-1.386363636,192.54%,2.065927114,0,592235129.7,
002019.SZ,亿帆医药,16.35,浙江,医药生物,2004/7/13,0.61,1.15,0.64,0.82,0.87,0.1162,0.07,-1.0448,-0.9,0.15,0.22,1.26,0,1,0.8,-0.2862,5.4881,是,1,20.4375,65.46864636,-3.795248078,230.28%,-11.57360759,2.97917312,17121882666,
002020.SZ,京新药业,10.6,浙江,医药生物,2004/7/15,0.512,0.394,0.332,0.58,0.397,0.255,0.251,0.276,0.127,0.037,-0.175,0.015,0,1,0.412666667,0.260666667,4.9137,是,1,25.68659128,55.7047482,0.583120205,344.61%,-23.3892687,2.157233856,7197978960,
002021.SZ,中捷资源,2.1,浙江,机械设备,2004/7/15,-0.34,-0.14,0.02,-0.62,0,0.07,0.04,0.16,0.11,-0.19,0.03,0.32,0,0,-0.153333333,0.09,1.0164,-,0,10000,0,-2.703703704,141.13%,2.667456281,2.066115702,1396264531,
002022.SZ,科华生物,14.79,上海,医药生物,2004/7/21,0.4046,0.4248,0.4534,0.4164,0.5931,0.5857,0.4872,0.46,0.4576,0.5,0.53,0.56,0,1,0.4276,0.510966667,4.2258,是,1,34.58840037,16.11789293,-0.163154805,327.76%,-2.145619451,3.499929008,5615943704,
002023.SZ,海特高新,15.13,四川,国防军工,2004/7/21,0.08,0.05,0.05,0.06,0.47,0.39,0.27,0.21,0.2,0.29,0.19,0.32,0,1,0.06,0.29,4.5921,-,0,252.1666667,0,-0.793103448,213.52%,3.718906476,3.294788877,8173342832,
002024.SZ,苏宁易购,8.88,江苏,商业贸易,2004/7/21,1.44,0.45,0.08,0.12,0.12,0.05,0.37,0.69,0.57,0.64,0.74,1.02,0,1,0.656666667,0.37,8.6914,是,1,13.52284264,8.331338653,0.774774775,136.67%,7.413182826,1.021699611,91703890602,
002025.SZ,航天电器,24.17,贵州,国防军工,2004/7/26,0.84,0.73,0.61,0.54,0.62,0.53,0.47,0.41,0.36,0.31,0.3,0.56,0,1,0.726666667,0.47,6.2728,是,1,33.26146789,17.92728269,0.546099291,262.96%,-4.07939518,3.853143732,10716420000,
002026.SZ,山东威达,4.92,山东,机械设备,2004/7/27,0.37,0.3,0.26,0.23,0.34,0.2011,0.37,0.37,0.3347,0.2371,0.2168,0.2966,0,1,0.31,0.3137,5.9064,是,1,15.87096774,21.63919082,-0.011794708,325.43%,-3.796152022,0.832994718,2075286190,
002027.SZ,分众传媒,4.16,广东,传媒,2004/8/4,0.4,0.49,0.52,7.55,0.02,-0.41,0.03,-0.18,0.03,-0.23,0.01,0.17,0,0,0.47,-0.186666667,0.9675,是,1,8.85106383,24.78887562,-3.517857143,285.15%,-3.137566229,4.299741602,82196129568,
002028.SZ,思源电气,18.14,上海,电气设备,2004/8/5,0.39,0.33,0.46,0.6,0.72,0.76,0.56,0.35,1.26,2.16,1.26,1.65,0,1,0.393333333,0.556666667,6.0113,是,1,46.11864407,25.80263258,-0.293413174,255.81%,-3.584121737,3.017650092,10726552969,
002029.SZ,七 匹 狼,5.18,福建,纺织服装,2004/8/6,0.46,0.42,0.35,0.36,0.38,0.5,1.21,1.45,1,0.72,0.54,0.51,0,1,0.41,1.053333333,7.5795,是,1,12.63414634,21.82210208,-0.610759494,195.96%,94.64861181,0.683422389,4178855100,
002030.SZ,达安基因,18.35,广东,医药生物,2004/8/9,0.13,0.12,0.15,0.15,0.28,0.29,0.22,0.2,0.2,0.2,0.19,0.28,0,1,0.133333333,0.236666667,2.2771,是,1,137.625,32.18444046,-0.436619718,201.63%,1024.558948,8.058495455,8356883199,
002031.SZ,巨轮智能,1.89,广东,机械设备,2004/8/16,0.0248,0.029,0.0143,0.1764,0.3222,0.3735,0.2711,0.3567,0.3997,0.3307,0.2516,0.3382,0,1,0.0227,0.333766667,1.3899,是,1,83.25991189,4.03403481,-0.931988415,184.79%,1.208275517,1.359810058,4178851773,
002032.SZ,苏 泊 尔,70.76,浙江,家用电器,2004/8/17,2.033,1.592,1.705,1.404,1.088,0.927,0.739,0.82,0.7,0.7,0.54,0.89,0,1,1.776666667,0.828666667,7.1932,是,1,39.82739212,72.7746829,1.144006436,195.47%,-5.969107601,9.837068342,58956409538,
002033.SZ,丽江旅游,5.84,云南,休闲服务,2004/8/25,0.3487,0.3716,0.5295,0.467,0.656,0.69,0.84,0.71,0.09,0.39,0.46,0.67,0,1,0.4166,0.746666667,4.4294,是,1,14.01824292,43.01153596,-0.442053571,570.40%,-1.827056768,1.318462997,3280459545,
002034.SZ,旺能环境,13.16,浙江,公用事业,2004/8/26,0.74,1.22,0.2,0.47,-0.2,0.46,0.25,0.99,0.1,0.24,-0.71,0.28,0,0,0.72,0.566666667,8.7278,是,1,18.27777778,13.60032949,0.270588235,213.56%,-3.928802664,1.507825569,5956880144,
002035.SZ,华帝股份,11.12,广东,家用电器,2004/9/1,0.7751,0.8816,0.91,0.58,0.78,0.77,0.65,0.62,0.54,0.31,-0.06,0.09,0,1,0.855566667,0.68,2.9382,是,1,12.9972338,38.11464789,0.258186275,162.77%,-3.471892,3.784630046,9869593732,
002036.SZ,联创电子,13.95,江西,电子,2004/9/3,0.44,0.5,0.36,0.45,0.06,0.08,0.07,0.09,0.05,0.04,0.13,0.12,0,1,0.433333333,0.08,3.7483,是,1,32.19230769,10.04356467,4.416666667,102.13%,1.024549563,3.721687165,10049844746,
002037.SZ,久联发展,6.89,贵州,化工,2004/9/8,0.36,0.23,0.19,0.25,0.67,0.63,1.06,1.16,0.65,0.57,0.31,0.34,0,1,0.26,0.95,6.7116,是,1,26.5,20.06032815,-0.726315789,134.66%,2.352331593,1.026580845,3325604607,
002038.SZ,双鹭药业,11.93,北京,医药生物,2004/9/9,0.8344,0.7791,0.6601,0.8396,1.52,1.2639,1.26,1.3765,1.0796,0.9721,0.8598,1.0662,0,1,0.757866667,1.300133333,6.5672,是,1,15.74155524,35.95593194,-0.417085427,1222.85%,-2.699122806,1.816603728,12841875000,
002039.SZ,黔源电力,13.57,贵州,公用事业,2005/3/3,1.2043,1.049,0.4244,1.1771,0.9634,-0.4867,0.6724,-0.4142,0.4647,0.24,0.8589,0.12,0,0,0.892566667,-0.076166667,8.6208,是,1,15.20334616,24.91053709,-12.71859956,38.91%,0.210067764,1.574099852,4544332091,
002040.SZ,南 京 港,6.09,江苏,交通运输,2005/3/25,0.4406,0.2856,0.3364,0.0882,0.0832,0.0641,0.1173,0.1501,0.0996,0.03,0.0492,0.0837,0,1,0.3542,0.1105,6.8937,是,1,17.19367589,10.44148657,2.205429864,104.32%,0.917211703,0.883415292,3271615568,
002041.SZ,登海种业,10.93,山东,农林牧渔,2005/4/18,0.037,0.1894,0.5025,0.4186,1.0806,0.9593,0.7323,0.6597,1.1861,0.5319,0.0148,0.043,0,1,0.242966667,0.783766667,3.1729,-,0,44.98559473,0,-0.690001276,562.70%,-9.591948557,3.444798134,6406400000,
002042.SZ,华孚时尚,5.23,安徽,纺织服装,2005/4/27,0.5,0.69,0.57,0.4,0.2,0.24,0.11,0.73,1.56,0.69,0.03,-0.58,0,1,0.586666667,0.36,4.5571,是,1,8.914772727,66.87289177,0.62962963,115.62%,1.395475362,1.147659696,10195009974,
002043.SZ,兔 宝 宝,7.7,浙江,建筑材料,2005/5/10,0.41,0.44,0.32,0.2,0.09,0.05,0.07,0.14,0.18,0.12,0.15,0.3,0,1,0.39,0.086666667,2.0572,是,1,19.74358974,58.54260301,3.5,267.01%,-4.478859084,3.742951585,5291583494,
002044.SZ,美年健康,12.06,江苏,医药生物,2005/5/18,0.26,0.24,0.14,0.25,0.22,-0.03,0.27,0.26,0.14,0.12,0.08,0.2,0,0,0.213333333,0.166666667,2.1035,是,1,56.53125,20.11735732,0.28,102.79%,6.959989362,5.73330164,57975631205,
002045.SZ,国光电器,8.89,广东,电子,2005/5/23,-0.49,0.31,0.14,0.12,0.22,0.2,-0.44,0.21,0.43,0.44,0.43,0.38,0,0,-0.013333333,-0.01,3.5358,是,1,10000,-17.10542971,0.333333333,122.29%,0.79731989,2.514282482,5953159534,
002046.SZ,轴研科技,5.83,河南,机械设备,2005/5/26,0.0441,0.0354,0.04,-0.52,0.06,0.14,0.24,0.59,0.44,0.37,0.35,0.36,0,0,0.039833333,0.323333333,5.0699,是,1,146.3598326,32.04696354,-0.876804124,131.36%,3.585025986,1.149924062,3423999479,
002047.SZ,宝鹰股份,4.78,广东,建筑装饰,2005/5/31,0.21,0.29,0.27,0.27,0.22,0.29,-0.08,-0.24,0.01,0.24,0.15,0.22,0,1,0.256666667,-0.01,2.9488,是,1,18.62337662,11.63939095,-26.66666667,229.67%,3.322476587,1.620998372,9187883909,
002048.SZ,宁波华翔,17.12,浙江,汽车,2005/6/3,1.17,1.51,1.35,0.3,0.99,0.65,0.46,0.5,0.77,0.72,0.292,0.52,0,1,1.343333333,0.536666667,12.9539,是,1,12.74441687,12.83609782,1.50310559,141.72%,-21.22210469,1.321609708,8942526044,
002049.SZ,紫光国微,58.75,河北,电子,2005/6/6,0.5734,0.4612,0.5539,0.5529,0.5016,0.9014,0.5844,0,0.2786,0.2525,0.2263,0.3583,0,1,0.5295,0.495266667,6.2529,是,1,110.9537299,10.11439538,0.069121012,301.08%,-2.841191174,9.395640423,27185444966,
002050.SZ,三花智控,17.22,浙江,家用电器,2005/6/7,0.61,0.6,0.48,0.34,0.63,0.54,0.46,1.23,1.19,0.9,0.98,0.43,0,1,0.563333333,0.743333333,4.0433,是,1,30.56804734,57.3534797,-0.242152466,233.93%,8.608334221,4.258897435,40848767153,
002051.SZ,中工国际,8.54,北京,建筑装饰,2006/6/19,1.08,1.33,1.38,1.36,1.13,1.13,1.11,1.05,1.07,1.11,0.76,0.59,0,1,1.263333333,1.096666667,8.1329,是,1,6.759894459,30.88943784,0.151975684,161.57%,-1.788790939,1.050055946,11186176790,
002052.SZ,同洲电子,2.5,广东,家用电器,2006/6/27,-0.44,0.01,-0.82,0.1,-0.61,0.05,0.57,0.07,-0.35,0.16,0.37,0.44,0,0,-0.416666667,0.23,0.801,-,0,10000,0,-2.811594203,156.75%,-44.43764788,3.121098627,2290096261,
002053.SZ,云南能投,6.71,云南,化工,2006/6/27,0.2057,0.2904,0.4838,0.4901,0.2993,0.2009,-0.89,0.118,0.105,0.114,-0.302,0.555,0,1,0.326633333,-0.190366667,4.3348,是,1,20.54291254,33.1314998,-2.715811592,206.44%,246.363495,1.547937621,5326849962,
002054.SZ,德美化工,6.58,广东,化工,2006/7/25,0.12,0.07,0.35,0.679,0.3,0.36,0.34,0.45,1.1,0.72,0.73,0.5775,0,1,0.18,0.383333333,4.3075,是,1,36.55555556,41.65677093,-0.530434783,183.24%,3.032557901,1.527568195,3010077345,
002055.SZ,得润电子,12.47,广东,电子,2006/7/25,0.5501,0.3832,0.0858,0.1943,0.2379,0.299,0.2487,0.5823,0.3421,0.2353,0.2563,0.4532,0,1,0.3397,0.376666667,5.6214,是,1,36.70886076,11.0264201,-0.098141593,121.18%,0.534998747,2.218308606,4605063322,
002056.SZ,横店东磁,10.18,浙江,有色金属,2006/8/2,0.42,0.35,0.54,0.79,0.93,0.68,-0.53,0.18,0.88,0.4,0.36,0.96,0,1,0.436666667,0.11,2.879,是,1,23.3129771,35.06889322,2.96969697,215.71%,-9.618181072,3.535949983,11143608000,
002057.SZ,中钢天源,6.96,安徽,有色金属,2006/8/2,0.3183,0.5291,0.1724,0.0823,0.0978,0.2137,-0.3654,0.13,0.12,0.04,-0.15,0.14,0,1,0.339933333,-0.007233333,3.4729,是,1,20.47460286,31.35789725,-47.99539171,437.49%,-4.859271996,2.004088802,4642572352,
002058.SZ,威 尔 泰,16.48,上海,电气设备,2006/8/2,0.03,0.02,0.04,-0.08,0.04,0.04,0.04,0.11,0.21,0.12,0.14,0.17,0,0,0.03,0.063333333,1.3295,是,1,549.3333333,31.41314017,-0.526315789,583.26%,-2.892117344,12.39563746,2831670074,
002059.SZ,云南旅游,4.43,云南,休闲服务,2006/8/10,0.6668,0.0979,0.0914,0.1142,0.2055,0.2154,0.1133,0.078,-0.04,0.05,0.13,0,0,1,0.285366667,0.135566667,2.7159,是,1,15.5238874,10.04856087,1.104991394,119.21%,1.028962033,1.631135167,4717946229,
002060.SZ,粤 水 电,3,广东,建筑装饰,2006/8/10,0.167,0.1315,0.224,0.1804,0.1634,0.1481,0.1138,0.2005,0.2731,0.2571,0.32,0.3511,0,1,0.174166667,0.154133333,2.5326,是,1,17.22488038,20.9611321,0.129974048,93.79%,0.314573511,1.184553423,3498582589,
002061.SZ,浙江交科,5.04,浙江,建筑装饰,2006/8/16,0.91,0.87,0.12,-0.4,-0.35,0.09,0.51,0.05,0.36,0.5,-0.3847,0.4842,0,0,0.633333333,0.216666667,5.1796,是,1,7.957894737,13.61023396,1.923076923,101.58%,1.818600951,0.973048112,7703578389,
002062.SZ,宏润建设,4.59,浙江,建筑装饰,2006/8/16,0.27,0.25,0.21,0.2681,0.26,0.32,0.23,0.31,0.72,1.03,1.28,0.7,0,1,0.243333333,0.286666667,2.7129,是,1,18.8630137,18.34938341,-0.151162791,124.77%,2.280088509,1.691916399,3836700000,
002063.SZ,远光软件,12.74,广东,计算机,2006/8/23,0.2292,0.2862,0.2206,0.2027,0.4126,0.7396,0.6516,0.6282,0.74,0.58,0.67,0.51,0,1,0.245333333,0.673133333,2.6535,是,1,51.92934783,21.81361638,-0.635535308,539.11%,-1.80398512,4.801205954,9224519306,
002064.SZ,华峰氨纶,4.7,浙江,化工,2006/8/23,0.27,0.23,-0.18,0.15,0.53,0.37,0.02,0.07,0.43,0.29,0.44,2.06,0,0,0.106666667,0.153333333,2.267,是,1,44.0625,11.29864804,-0.304347826,137.70%,2.815845951,2.073224526,9557760000,
002065.SZ,东华软件,12.43,北京,计算机,2006/8/23,0.2575,0.2114,0.5731,0.7397,0.6981,1.1141,0.8249,0.7972,0.7449,0.57,0.64,0.73,0,1,0.347333333,0.912066667,2.945,是,1,35.78694818,38.63399526,-0.619179885,233.23%,4195.517569,4.220713073,28568973379,
002066.SZ,瑞泰科技,8.19,北京,建筑材料,2006/8/23,0.0748,0.0657,0.1093,-0.3461,0.029,-0.5858,0.015,0.5,0.42,0.35,0.3845,0.4005,0,0,0.083266667,-0.0236,1.8438,-,0,98.35868695,0,-4.528248588,100.23%,0.088271555,4.44191344,1677060000,
002067.SZ,景兴纸业,3.05,浙江,轻工制造,2006/9/15,0.3,0.58,0.29,0.01,0.01,0.01,0.01,0.27,0.32,0.08,-0.53,0.27,0,1,0.39,0.096666667,3.7911,是,1,7.820512821,6.628097519,3.034482759,184.72%,2.758498681,0.80451584,3400275060,
002068.SZ,黑猫股份,3.69,江西,化工,2006/9/15,0.5518,0.73,0.16,0.03,0.2,0.054,0.22,0.27,0.21,0.41,0.02,0.83,0,1,0.4806,0.181333333,4.6262,是,1,7.677902622,54.37191993,1.650367647,107.25%,1.200906764,0.797630885,3242703638,
002069.SZ,獐 子 岛,2.95,辽宁,农林牧渔,2006/9/28,0.05,-1.02,0.1119,-0.34,-1.67,0.14,0.15,0.71,0.93,0.91,0.55,1.48,0,0,-0.286033333,0.333333333,0.542,-,0,10000,0,-1.8581,99.89%,-0.005931496,5.442804428,1941336290,
002070.SZ,*ST 众和,0,福建,有色金属,2006/10/12,-0.902,-1.6372,-0.076,-0.2311,0.021,0.0663,0.0849,0.1828,0.3274,0.2811,0.2016,0.3615,0,0,-0.871733333,0.111333333,-1.7365,-,0,10000,0,-8.82994012,34.51%,-0.441332589,0,451033290.8,
002071.SZ,长城影视,2.18,江苏,传媒,2006/10/12,-0.79,0.32,0.49,0.44,0.43,0.03,-0.3,0.08,0.11,0.02,-0.07,0.05,0,0,0.006666667,-0.063333333,0.4538,-,0,327,0,-1.105263158,65.99%,-1.060693855,4.803878361,1518492347,
002072.SZ,凯 瑞 德,4.83,山东,计算机,2006/10/18,-1.4217,-0.199,0.082,-0.602,0.026,-0.343,0.029,-0.562,0.037,-0.666,-0.302,0.16,0,0,-0.5129,-0.292,-1.0766,-,0,10000,0,0.756506849,75.85%,-0.472585787,-4.486345904,774400000,
002073.SZ,软控股份,4.06,山东,机械设备,2006/10/18,-0.3347,0.0986,-0.9148,0.27,0.26,0.17,0.28,0.61,0.5,0.62,0.79,0.94,0,0,-0.383633333,0.353333333,4.5765,-,0,10000,0,-2.085754717,259.78%,8.135630906,0.887140828,3960103498,
002074.SZ,国轩高科,17.84,江苏,电气设备,2006/10/18,0.51,0.93,1.18,0.8,0.15,0.12,0.15,0.14,0.19,0.24,0.28,0.3953,0,1,0.873333333,0.136666667,7.501,是,1,20.42748092,19.31434435,5.390243902,179.94%,-4.243403916,2.378349553,13685275861,
002075.SZ,沙钢股份,10.07,江苏,钢铁,2006/10/25,0.533,0.319,0.1,-0.037,0.0223,0.0179,0.01,0.18,0.3,-0.41,-1.29,-0.45,0,0,0.317333333,0.0693,2.0214,是,1,31.73319328,11.24911587,3.579124579,160.06%,14.11389057,4.981695854,13461307809,
002076.SZ,雪 莱 特,2.49,广东,电子,2006/10/25,-1.09,0.08,0.1103,0.1613,0.0937,0.0875,0.0823,0.1164,0.0671,0.0582,0.0736,0.2742,0,0,-0.2999,0.0954,0.6304,-,0,10000,0,-4.14360587,134.00%,1.275687654,3.949873096,1820291958,
002077.SZ,大港股份,6.06,江苏,电子,2006/11/16,-0.98,0.06,0.08,-0.05,0.15,0.21,0.26,0.26,0.2,0.04,0.01,0.29,0,0,-0.28,0.243333333,5.6738,-,0,10000,0,-2.150684932,128.86%,1.734616565,1.068067257,2913349535,
002078.SZ,太阳纸业,8.75,山东,轻工制造,2006/11/16,0.84,0.8,0.42,0.27,0.2,0.26,0.18,0.5,0.63,0.95,0.46,1.06,0,1,0.686666667,0.313333333,4.7549,是,1,12.74271845,11.58178051,1.191489362,89.55%,1.085702861,1.840206944,23403678468,
002079.SZ,苏州固锝,10.13,江苏,电子,2006/11/16,0.1299,0.1438,0.156,0.031,0.058,0.058,0.028,0.188,0.249,0.136,0.061,0.19,0,1,0.143233333,0.091333333,2.2166,是,1,70.72376076,23.09785688,0.568248175,393.22%,-3.01888979,4.570062258,5612660165,
002080.SZ,中材科技,11.34,江苏,化工,2006/11/20,0.7237,0.951,0.5276,0.7508,0.3805,0.2699,0.3198,0.3037,1.18,0.7226,0.6273,0.5,0,1,0.7341,0.2978,7.3905,是,1,15.44748672,33.57950122,1.465077233,94.91%,0.916216157,1.534402273,15002424841,
002081.SZ,金 螳 螂,8.03,江苏,建筑装饰,2006/11/20,0.79,0.73,0.64,0.91,1.07,1.33,1.42,1.5,1.21,0.95,0.98,0.96,0,1,0.72,1.416666667,4.9444,是,1,11.15277778,25.20857187,-0.491764706,150.93%,-22.0992033,1.624059542,21545089946,
002082.SZ,万 邦 德,10.1,浙江,建筑材料,2006/11/20,0.35,0.41,0.29,0.26,0.45,0.47,0.36,0.67,0.64,0.51,0.32,0.48,0,1,0.35,0.5,6.2726,-,0,28.85714286,0,-0.3,265.18%,-6.217779486,1.610177598,1958740000,
002083.SZ,孚日股份,7.44,山东,纺织服装,2006/11/24,0.48,0.45,0.42,0.34,0.08,0.1,0.01,0.14,0.19,0.12,0.13,0.26,0,1,0.45,0.083333333,3.7913,是,1,16.53333333,20.27997107,4.4,98.59%,1.196677012,1.962387572,5448000030,
