Code,Name,Close,Location,Industry,List_date,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE1618,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5
300581.SZ,晨曦航空,15.32,陕西,国防军工,2016-12-20,0.376,0.5367,1.55,1.4859,1.3673,0.92,1.01,0,0,0,0,0,0,1,0.8209,0.643333333,3.6421,是,1,18.66244366,20.21036285,0.276010363,452.20%,-5.860046981,4.20636446,2576400000,0,0,1,0,0,0,0,0
300582.SZ,英 飞 特,11.78,浙江,电子,2016-12-28,0.36,0.13,0.68,0.94,0.66,0.95,0.45,0,0,0,0,0,0,1,0.39,0.466666667,4.7433,是,1,30.20512821,12.87418327,-0.164285714,98.82%,-83.86134177,2.483503046,1999800000,0,0,0,0,0,0,0,0
300583.SZ,赛托生物,26.49,山东,医药生物,2017-01-06,1.19,0.88,1.26,2.34,2.07,0,0,0,0,0,0,0,0,0,1.11,0,16.7449,是,1,23.86486486,11.91847591,-999,435.80%,-10.72394478,1.581974213,3438298977,0,0,1,0,0,0,0,0
300584.SZ,海辰药业,23.88,江苏,医药生物,2017-01-12,0.6935,0.8375,0.75,0.67,0.57,0.55,0,0,0,0,0,0,0,1,0.760333333,0.183333333,4.8411,是,1,31.40727751,28.83810836,3.147272727,300.07%,-15.15491468,4.932763215,3230400000,0,0,1,0,0,0,0,0
300585.SZ,奥联电子,13.75,江苏,汽车,2016-12-29,0.2787,0.3678,0.85,0.66,0.58,0.37,0.16,0,0,0,0,0,0,1,0.498833333,0.176666667,2.8262,-,0,27.56431674,0,1.823584906,290.21%,-29.09436984,4.865190008,2105600000,0,0,1,0,0,0,0,0
300586.SZ,美联新材,20.19,广东,化工,2017-01-04,0.26,0.57,0.66,0.57,0.53,0.5,0.45,0,0,0,0,0,0,1,0.496666667,0.316666667,2.5183,-,0,40.65100671,0,0.568421053,265.00%,15.53516649,8.017313267,3124800000,0,0,1,0,0,0,0,0
300587.SZ,天铁股份,17.56,浙江,化工,2017-01-05,0.73,0.68,0.9,0.85,0.6,0.59,0.6,0.56,0,0,0,0,0,1,0.77,0.583333333,8.6761,是,1,22.80519481,20.56283341,0.32,643.79%,-14.46780056,2.023950853,2732963520,0,0,1,0,0,0,0,0
300588.SZ,熙菱信息,9.37,新疆,计算机,2017-01-05,0.14,0.807,0.568,0.379,0.33,0.23,0.21,0,0,0,0,0,0,1,0.505,0.146666667,2.4163,是,1,18.55445545,10.17827676,2.443181818,135.94%,-52.60594106,3.87782974,1577009490,0,0,0,0,0,0,0,0
300589.SZ,江龙船艇,10.43,广东,国防军工,2017-01-13,0.1535,0.3158,0.57,0.5,0.45,0,0,0,0,0,0,0,0,0,0.346433333,0,1.667,是,1,30.10680266,22.80132284,-999,110.42%,6.708888438,6.25674865,2547265968,0,0,0,0,0,0,0,0
300590.SZ,移为通信,44.73,上海,通信,2017-01-11,0.7784,0.6188,1.5878,1.69,1.28,0,0,0,0,0,0,0,0,0,0.995,0,5.3517,是,1,44.95477387,32.40160376,-999,810.65%,-1.970901123,8.358091821,5459976900,0,0,1,0,0,0,0,0
300591.SZ,万 里 马,5.71,广东,纺织服装,2017-01-10,0.12,0.1378,0.2056,0.1782,0.146,0,0,0,0,0,0,0,0,0,0.154466667,0,1.5829,-,0,36.96590419,0,-999,144.85%,2.990231218,3.607303051,1722240000,0,0,0,0,0,0,0,0
300592.SZ,华凯创意,10.54,湖南,建筑装饰,2017-01-20,0.1282,0.4067,0.44,0.4,0.44,0,0,0,0,0,0,0,0,0,0.324966667,0,4.1273,-,0,32.4340958,0,-999,174.48%,-17.12620592,2.553727619,1342520667,0,0,0,0,0,0,0,0
300593.SZ,新 雷 能,14.95,北京,电气设备,2017-01-13,0.31,0.31,0.51,0.39,0.38,0.24,0.03,0.07,0.55,0.36,0,0,0,1,0.376666667,0.113333333,4.9767,是,1,39.69026549,16.47871373,2.323529412,516.10%,-36.10513678,3.003998634,3147691008,0,0,1,0,0,0,0,0
300595.SZ,欧普康视,67.99,安徽,医药生物,2017-01-17,0.9764,1.26,2.24,1.74,1.25,0.49,0,0,0,0,0,0,0,1,1.492133333,0.163333333,4.5637,是,1,45.5656331,14.52642565,8.135510204,745.04%,-4.762371278,14.89799943,19628251128,0,0,1,0,0,0,0,0
300596.SZ,利 安 隆,31.06,天津,化工,2017-01-19,1.07,0.74,1.0064,0.83,0.51,0.4525,0,0,0,0,0,0,0,1,0.9388,0.150833333,5.9511,是,1,33.08478909,15.00982623,5.224088398,183.83%,8.449689275,5.219203173,6847348028,0,0,0,0,0,0,0,0
300597.SZ,吉大通信,11.5,吉林,通信,2017-01-23,0.18,0.18,0.31,0.32,0.31,0.3,0.41,0.37,0,0,0,0,0,1,0.223333333,0.36,3.1887,是,1,51.49253731,10.39148419,-0.37962963,387.16%,-1.934332508,3.606485402,2721600000,0,0,1,0,0,0,0,0
300598.SZ,诚迈科技,265.87,江苏,计算机,2017-01-20,0.199,0.49,0.84,0.72,0.5,0.49,0,0,0,0,0,0,0,1,0.509666667,0.163333333,5.7656,是,1,521.6546763,15.07738159,2.120408163,762.27%,-2.116880452,46.11315388,8640800000,0,0,1,0,0,0,0,0
300599.SZ,雄塑科技,13.04,广东,建筑材料,2017-01-23,0.67,0.45,0.44,0.43,0.49,0.46,0,0,0,0,0,0,0,1,0.52,0.153333333,4.6459,是,1,25.07692308,23.84776683,2.391304348,284.46%,-2.101674707,2.806775867,2979200000,0,0,1,0,0,0,0,0
300600.SZ,瑞特股份,9.07,江苏,国防军工,2017-01-25,0.67,1.1,1.36,1.42,0.9,0.56,0.57,0,0,0,0,0,0,1,1.043333333,0.376666667,6.5217,是,1,8.693290735,28.02630049,1.769911504,426.34%,-2.807775821,1.390741678,2753526834,0,1,1,0,1,0,0,1
300601.SZ,康泰生物,133.69,广东,医药生物,2017-02-07,0.7,0.53,0.23,0.17,0.08,0.07,0.03,0,0,0,0,0,0,1,0.486666667,0.033333333,2.7816,是,1,274.7054795,37.02335054,13.6,127.46%,5.354085198,48.06226632,49314234151,0,0,0,0,0,0,0,0
300602.SZ,飞 荣 达,51.5,广东,电子,2017-01-26,0.8,1.1,1.55,1.34,1.12,0.67,0,0,0,0,0,0,0,1,1.15,0.223333333,5.62,是,1,44.7826087,12.56797327,4.149253731,458.61%,-1.664476021,9.163701068,13622088960,0,0,1,0,0,0,0,0
300603.SZ,立昂技术,28.48,新疆,通信,2017-01-26,0.4,0.8,0.46,0.34,0.21,0.48,0.31,0,0,0,0,0,0,1,0.553333333,0.263333333,4.4691,是,1,51.46987952,39.14407987,1.101265823,116.89%,-99.41620237,6.372647737,4862280183,0,0,0,0,0,0,0,0
300604.SZ,长川科技,26.51,浙江,机械设备,2017-04-17,0.25,0.72,0.72,0.56,0,0,0,0,0,0,0,0,0,0,0.563333333,0,3.1558,是,1,47.0591716,40.88403285,-999,407.36%,-1.774193626,8.400405602,6156643156,0,0,1,0,0,0,0,0
300605.SZ,恒锋信息,13.81,福建,计算机,2017-02-08,0.4889,0.5246,0.6196,0.559,0.5085,0,0,0,0,0,0,0,0,0,0.544366667,0,4.4894,是,1,25.36893026,12.35133419,-999,294.64%,-4.974571431,3.076134896,2018485051,0,0,1,0,0,0,0,0
300606.SZ,金 太 阳,25.89,广东,机械设备,2017-02-08,0.6,0.63,0.6,0.49,0.43,0.47,0.35,0,0,0,0,0,0,1,0.61,0.273333333,5.7198,是,1,42.44262295,8.320350611,1.231707317,455.31%,-8.100495864,4.526382041,1683204000,0,0,1,0,0,0,0,0
300607.SZ,拓 斯 达,66.81,广东,机械设备,2017-02-09,1.32,1.34,1.43,1.13,0.93,0.66,0.54,0,0,0,0,0,0,1,1.363333333,0.4,6.9841,是,1,49.00488998,22.77451558,2.408333333,260.54%,-78.78724443,9.566014232,5899621360,0,0,1,0,0,0,0,0
300608.SZ,思 特 奇,17.13,北京,计算机,2017-02-13,0.8,0.78,1.1,1.02,1.13,0.9,0.34,0,0,0,0,0,0,1,0.893333333,0.413333333,6.7354,是,1,19.17537313,31.9844981,1.161290323,288.43%,-5.188903087,2.543278796,2388423437,0,0,1,0,0,0,0,0
300609.SZ,汇纳科技,35.1,上海,计算机,2017-02-15,0.64,0.62,0.64,0.5,0.43,0.35,0.27,0,0,0,0,0,0,1,0.633333333,0.206666667,5.2136,是,1,55.42105263,38.05462629,2.064516129,672.06%,-2.236110228,6.732392205,3447140629,0,0,1,0,0,0,0,0
300610.SZ,晨化股份,12,江苏,化工,2017-02-13,0.5744,0.54,0.74,0.62,0.55,0.47,0.64,0,0,0,0,0,0,1,0.618133333,0.37,5.0128,是,1,19.41328732,19.22899975,0.670630631,569.99%,-4.197765268,2.393871688,1720765600,0,0,1,0,0,0,0,0
300611.SZ,美力科技,7.8,浙江,汽车,2017-02-20,0.11,0.27,0.82,0.74,0.68,0.54,0.33,0,0,0,0,0,0,1,0.4,0.29,3.7003,是,1,19.5,44.86617811,0.379310345,267.21%,-12.78352746,2.107937194,1549711763,0,0,1,0,0,0,0,0
300612.SZ,宣亚国际,12.86,北京,传媒,2017-02-15,0.13,0.72,1.09,0.99,0.43,0.28,0.19,0,0,0,0,0,0,1,0.646666667,0.156666667,2.5268,-,0,19.88659794,0,3.127659574,457.77%,-1.823018439,5.08944119,2616300000,0,0,1,0,0,0,0,0
300613.SZ,富 瀚 微,191.78,上海,电子,2017-02-20,1.23,2.49,3.36,1.12,1.35,1.01,0.44,0,0,0,0,0,0,1,2.36,0.483333333,22.7541,是,1,81.26271186,10.19397967,3.882758621,779.30%,-1.401372149,8.428371151,6700053600,0,0,1,0,0,0,0,0
300615.SZ,欣天科技,16.94,广东,通信,2017-02-15,0.11,0.39,0.96,0.88,1.41,0.87,0.68,0,0,0,0,0,0,1,0.486666667,0.516666667,3.1784,是,1,34.80821918,46.92716988,-0.058064516,555.66%,-2.013616958,5.329725648,3764414566,0,0,1,0,0,0,0,0
300616.SZ,尚品宅配,69.08,广东,轻工制造,2017-03-07,2.43,3.71,3.15,1.72,1.61,1.44,0.94,0,0,0,0,0,0,1,3.096666667,0.793333333,15.3354,是,1,22.30785791,24.98707954,2.903361345,173.56%,-3.698877881,4.504610248,13241928690,0,0,0,0,0,0,0,0
300617.SZ,安靠智电,27.65,江苏,电气设备,2017-02-28,0.7527,1.2224,1.45,1.28,1.08,1.29,1.04,0,0,0,0,0,0,1,1.1417,0.776666667,8.5469,是,1,24.218271,64.95847115,0.47,425.87%,-21.41004581,3.235091086,2053102650,0,0,1,0,0,0,0,0
300618.SZ,寒锐钴业,55.5,江苏,有色金属,2017-03-06,3.68,3.91,0.74,0.32,0.34,0.17,0.11,0,0,0,0,0,0,1,2.776666667,0.093333333,9.2494,是,1,19.9879952,27.13291969,28.75,208.48%,8.851830628,6.000389214,17596443535,0,0,1,0,0,0,0,0
300619.SZ,金 银 河,19.43,广东,机械设备,2017-03-01,0.62,0.66,0.77,0.46,0.51,0.54,0,0,0,0,0,0,0,1,0.683333333,0.18,6.1227,是,1,28.43414634,10.46957244,2.796296296,187.80%,5.100194535,3.173436556,1610100800,0,0,0,0,0,0,0,0
300620.SZ,光库科技,36.3,广东,通信,2017-03-10,0.9012,0.7265,0.751,0.4805,0,0,0,0,0,0,0,0,0,0,0.7929,0,6.1257,是,1,45.78130912,22.61164976,-999,860.74%,-2.635480387,5.925853372,3353309440,0,0,1,0,0,0,0,0
300621.SZ,维业股份,10.22,广东,建筑装饰,2017-03-16,0.4,0.62,0.54,0.37,0.51,0.61,0.66,0,0,0,0,0,0,1,0.52,0.423333333,4.1376,是,1,19.65384615,24.21987583,0.228346457,148.31%,-647.8326312,2.470030936,2101171870,0,0,0,0,0,0,0,0
300622.SZ,博士眼镜,16.67,广东,商业贸易,2017-03-15,0.69,0.65,0.59,0.55,0.53,0,0,0,0,0,0,0,0,0,0.643333333,0,5.7885,是,1,25.9119171,73.34562262,-999,641.32%,-1.369205356,2.879847974,2526124819,0,0,1,0,0,0,0,0
300623.SZ,捷捷微电,39.13,江苏,电子,2017-03-14,0.93,1.64,1.66,1.15,1.1,0.95,0.88,0.94,0,0,0,0,0,1,1.41,0.923333333,7.5123,是,1,27.75177305,32.54547838,0.527075812,728.03%,-2.825839131,5.208790916,6553692545,0,0,1,0,0,0,0,0
300624.SZ,万兴科技,84.6,西藏,计算机,2018-01-18,1.05,1.14,1.17,0.91,0.84,0.81,0.5,0,0,0,0,0,0,1,1.12,0.436666667,7.7966,是,1,75.53571429,24.53862357,1.564885496,192.11%,-2.940141398,10.85088372,5032219500,0,0,0,0,0,0,0,0
300625.SZ,三雄极光,14.18,广东,电子,2017-03-17,0.64,0.97,1.17,0.86,3.42,2.53,1.86,0,0,0,0,0,0,1,0.926666667,1.463333333,7.4629,是,1,15.30215827,19.15837868,-0.366742597,431.57%,-6.736153838,1.900065658,4068400000,0,0,1,0,0,0,0,0
300626.SZ,华瑞股份,9.89,浙江,电气设备,2017-03-20,0.24,0.61,0.53,0.3,0.31,0.31,0.24,0,0,0,0,0,0,1,0.46,0.183333333,2.8836,-,0,21.5,0,1.509090909,146.45%,2.181782715,3.429740602,1431000000,0,0,0,0,0,0,0,0
300627.SZ,华测导航,28.74,上海,通信,2017-03-21,0.436,1.154,1.14,0.6,0.57,0.43,0.41,0,0,0,0,0,0,1,0.91,0.28,3.5086,是,1,31.58241758,46.38930912,2.25,323.39%,-2.038205888,8.191301374,4136205139,0,0,1,0,0,0,0,0
300628.SZ,亿联网络,93.95,福建,通信,2017-03-17,2.8452,4.22,7.72,4.42,2.69,0,0,0,0,0,0,0,0,0,4.9284,0,11.6824,是,1,19.0629819,42.21407826,-999,1930.83%,-32.01737628,8.042011915,41441084580,0,0,1,0,0,0,0,0
300629.SZ,新 劲 刚,23.69,广东,机械设备,2017-03-24,0.08,0.39,0.54,0.44,0.39,0.56,0,0,0,0,0,0,0,1,0.336666667,0.186666667,3.5112,是,1,70.36633663,12.21132496,0.803571429,289.00%,-4.286702748,6.746981089,1917053771,0,0,1,0,0,0,0,0
300630.SZ,普利制药,73.3,海南,医药生物,2017-03-28,0.99,0.86,0.76,0.55,0.4,0.27,0.18,0,0,0,0,0,0,1,0.87,0.15,4.8219,是,1,84.25287356,21.20245866,4.8,418.61%,-2.992387077,15.2014766,16977707415,0,0,1,0,0,0,0,0
300631.SZ,久吾高科,17.42,江苏,公用事业,2017-03-23,0.5358,0.4683,0.8964,1.05,1.23,1.42,1.15,0.91,0,0,0,0,0,1,0.6335,1.16,5.9096,是,1,27.49802684,28.78317295,-0.45387931,440.93%,-23.51018844,2.94774604,1619198360,0,0,1,0,0,0,0,0
300632.SZ,光莆股份,14.81,福建,电子,2017-04-06,0.79,0.4816,0.5,0.39,0.2489,0.29,0.25,0,0,0,0,0,0,1,0.590533333,0.18,4.1418,是,1,25.07902461,6.349134283,2.280740741,268.21%,-2.76706891,3.575740016,4440997337,0,0,1,0,0,0,0,0
300633.SZ,开立医疗,30.63,广东,医药生物,2017-04-06,0.63,0.49,0.36,0.29,0.37,0,0,0,0,0,0,0,0,0,0.493333333,0,3.2774,是,1,62.08783784,10.2922417,-999,496.95%,-23.14149444,9.345822908,8484441600,0,0,1,0,0,0,0,0
300634.SZ,彩讯股份,22.8,广东,计算机,2018-03-23,0.41,0.37,0.3,0.25,0.33,0.49,0,0,0,0,0,0,0,1,0.36,0.163333333,3.1107,是,1,63.33333333,20.18358577,1.204081633,526.17%,-1.976256571,7.329539975,6640166000,0,0,1,0,0,0,0,0
300635.SZ,达安股份,24.89,广东,建筑装饰,2017-03-31,0.4048,0.41,0.87,0.82,0.8,0.76,0.59,0,0,0,0,0,0,1,0.5616,0.45,4.7459,是,1,44.31980057,10.17522688,0.248,522.49%,-3.259856313,5.244526855,2090000220,0,0,1,0,0,0,0,0
300636.SZ,同和药业,24.92,江西,医药生物,2017-03-31,0.3016,0.8634,0.97,1.1,0,0,0,0,0,0,0,0,0,0,0.711666667,0,8.086,是,1,35.01639344,13.60409249,-999,683.93%,-1438.407472,3.081869899,1979251950,0,0,1,0,0,0,0,0
300637.SZ,扬帆新材,9.4,浙江,化工,2017-04-12,1.13,0.59,0.67,0.46,0.41,0.21,0.41,0,0,0,0,0,0,1,0.796666667,0.206666667,5.6773,是,1,11.79916318,26.96114531,2.85483871,546.60%,-3.129212201,1.655716626,2791298778,0,1,1,0,0,0,0,1
300638.SZ,广 和 通,82.68,广东,通信,2017-04-13,0.72,0.58,0.69,0.6,0.54,0,0,0,0,0,0,0,0,0,0.663333333,0,3.6997,是,1,124.6432161,34.90579441,-999,230.69%,43.09872914,22.34775793,7884781556,0,0,1,0,0,0,0,0
300639.SZ,凯普生物,31.93,广东,医药生物,2017-04-12,0.63,1.13,1.13,0.97,1,0.49,0.31,0,0,0,0,0,0,1,0.963333333,0.266666667,5.3154,是,1,33.14532872,38.80646648,2.6125,824.98%,-4.806964826,6.007073786,5499748079,0,0,1,0,0,0,0,0
300640.SZ,德艺文创,11.97,福建,轻工制造,2017-04-17,0.3585,0.49,0.74,0.53,0.49,0.33,0,0,0,0,0,0,0,1,0.5295,0.11,2.078,是,1,22.60623229,73.14199618,3.813636364,596.88%,-1.668273231,5.760346487,1599342750,0,0,1,0,0,0,0,0
300641.SZ,正丹股份,4.45,江苏,化工,2017-04-18,0.12,0.41,0.62,0.64,0.24,0.09,0.07,0,0,0,0,0,0,1,0.383333333,0.053333333,2.6652,是,1,11.60869565,32.22749147,6.1875,489.09%,-4.953984827,1.669668318,2320704000,0,1,1,0,0,0,0,1
300642.SZ,透景生命,45.9,上海,医药生物,2017-04-21,1.571,2.31,2.17,1.46,0.8,0,0,0,0,0,0,0,0,0,2.017,0,11.2738,是,1,22.75656916,19.23345412,-999,2385.57%,-1.444716596,4.071386755,3690821981,0,0,1,0,0,0,0,0
300643.SZ,万通智控,13.93,浙江,汽车,2017-05-05,0.16,0.19,0.26,0.24,0,0,0,0,0,0,0,0,0,0,0.203333333,0,2.1162,是,1,68.50819672,36.95469371,-999,556.64%,-2.626253258,6.582553634,2346000000,0,0,1,0,0,0,0,0
300644.SZ,南京聚隆,29.9,江苏,化工,2018-02-06,0.3754,1.18,1.68,1.72,0.96,0,0,0,0,0,0,0,0,0,1.078466667,0,10.6265,是,1,27.7245472,41.69274979,-999,157.84%,3.30056632,2.813720416,1742080000,0,0,0,0,0,0,0,0
300645.SZ,正元智慧,14.46,浙江,计算机,2017-04-21,0.76,0.69,0.92,0.67,0.85,0.63,0.41,0,0,0,0,0,0,1,0.79,0.346666667,8.7704,是,1,18.30379747,19.85948149,1.278846154,268.66%,-5.104191855,1.648727538,1729000005,0,0,1,0,0,0,0,0
300647.SZ,超 频 三,12.18,广东,电子,2017-05-03,0.04,0.31,0.59,0.53,0.48,0,0,0,0,0,0,0,0,0,0.313333333,0,2.4265,是,1,38.87234043,35.8300583,-999,131.26%,-11.37604557,5.01957552,2960482496,0,0,0,0,0,0,0,0
300648.SZ,星云股份,15.08,福建,机械设备,2017-04-25,0.1515,1.01,1,0.6,0.49,0,0,0,0,0,0,0,0,0,0.7205,0,3.9171,是,1,20.92990978,9.899817951,-999,371.89%,-3.936391745,3.849786832,1990380000,0,0,1,0,0,0,0,0
300649.SZ,杭州园林,17.71,浙江,建筑装饰,2017-05-05,0.41,0.3,0.53,0.29,0.49,0.69,0.59,0,0,0,0,0,0,1,0.413333333,0.426666667,2.7812,是,1,42.84677419,24.46417516,-0.03125,377.94%,-4.318163484,6.367754926,2457600000,0,0,1,0,0,0,0,0
300650.SZ,太龙照明,14.46,福建,电子,2017-05-03,0.53,0.89,0.88,0.79,0.64,0.66,0.55,0,0,0,0,0,0,1,0.766666667,0.403333333,4.7523,是,1,18.86086957,22.46223418,0.900826446,545.03%,-10.07856595,3.042737201,1789551172,0,0,1,0,0,0,0,0
300651.SZ,金陵体育,25.5,江苏,轻工制造,2017-05-09,0.47,0.632,0.8153,0.7771,0.9381,0,0,0,0,0,0,0,0,0,0.6391,0,8.5548,是,1,39.89985918,59.89512988,-999,189.38%,10.6322221,2.980782718,3302354907,0,0,0,0,0,0,0,0
300652.SZ,雷 迪 克,19.24,浙江,汽车,2017-05-16,0.94,0.95,1.03,0.94,0.84,0,0,0,0,0,0,0,0,0,0.973333333,0,8.2987,是,1,19.76712329,21.23120615,-999,288.33%,-6.593481063,2.318435418,1664960000,0,0,1,0,0,0,0,0
300653.SZ,正海生物,84,山东,医药生物,2017-05-16,1.07,0.86,0.76,0.78,0,0,0,0,0,0,0,0,0,0,0.896666667,0,6.6125,是,1,93.6802974,55.93423324,-999,1477.48%,-4.690145896,12.70321361,6048000000,0,0,1,0,0,0,0,0
300654.SZ,世纪天鸿,11.84,山东,传媒,2017-09-26,0.23,0.41,0.45,0.48,0.3,0.43,0,0,0,0,0,0,0,1,0.363333333,0.143333333,3.1903,是,1,32.58715596,30.81639257,1.534883721,254.04%,-4.126387726,3.711249726,1473063000,0,0,1,0,0,0,0,0
300655.SZ,晶瑞股份,37.5,江苏,化工,2017-05-23,0.3363,0.4576,0.5121,0.4293,0,0,0,0,0,0,0,0,0,0,0.435333333,0,3.3622,是,1,86.14088821,45.23045739,-999,167.47%,11.99709973,11.15341146,4111215547,0,0,0,0,0,0,0,0
300656.SZ,民德电子,21.46,广东,电子,2017-05-19,0.5938,0.7527,1.0291,1.0738,0.6855,0,0,0,0,0,0,0,0,0,0.791866667,0,5.0846,是,1,27.10052197,25.26235333,-999,2082.37%,-17.46649809,4.220587657,1893870000,0,0,1,0,0,0,0,0
300657.SZ,弘信电子,26.93,福建,电子,2017-05-23,1.13,0.78,0.58,0.45,1.13,0.9,0,0,0,0,0,0,0,1,0.83,0.3,5.7357,是,1,32.44578313,22.04442057,1.766666667,86.30%,1.075587258,4.695154907,6335599763,0,0,0,0,0,0,0,0
300658.SZ,延江股份,34.69,福建,纺织服装,2017-06-02,0.32,1.01,1.19,0.85,0,0,0,0,0,0,0,0,0,0,0.84,0,5.1554,是,1,41.29761905,46.28544098,-999,285.34%,-48.33462736,6.728866819,2167435750,0,0,1,0,0,0,0,0
300659.SZ,中孚信息,101.8,山东,计算机,2017-05-26,0.32,0.54,0.75,0.62,0.13,0.51,0.13,0,0,0,0,0,0,1,0.536666667,0.213333333,3.3997,是,1,189.689441,31.3025718,1.515625,398.63%,-1.70160184,29.94381857,6839571170,0,0,1,0,0,0,0,0
300660.SZ,江苏雷利,15.77,江苏,电气设备,2017-06-02,1.098,2.41,3.05,1.75,1.98,1.82,1.17,0,0,0,0,0,0,1,2.186,0.996666667,11.3686,是,1,7.214089661,36.95494308,1.193311037,298.55%,-16.53364058,1.387154091,3862479320,0,1,1,0,1,0,0,1
300661.SZ,圣邦股份,358.65,北京,电子,2017-06-06,1.2921,1.7185,1.7932,1.5635,1.3311,0,0,0,0,0,0,0,0,0,1.601266667,0,11.0204,是,1,223.9789333,26.84004381,-999,625.04%,-1.968517565,32.54419077,22175102222,0,0,1,0,0,0,0,0
300662.SZ,科锐国际,38.19,北京,休闲服务,2017-06-08,0.65,0.47,0.46,0.49,0.36,0,0,0,0,0,0,0,0,0,0.526666667,0,4.0445,是,1,72.51265823,20.03824834,-999,327.07%,-1.108419123,9.442452714,5241600000,0,0,1,0,0,0,0,0
300663.SZ,科蓝软件,24.28,北京,计算机,2017-06-08,0.21,0.34,0.43,0.36,0.39,0.39,0,0,0,0,0,0,0,1,0.326666667,0.13,3.5789,是,1,74.32653061,16.56152578,1.512820513,239.09%,-9.341250914,6.784207438,7536766619,0,0,1,0,0,0,0,0
300664.SZ,鹏鹞环保,13.42,江苏,公用事业,2018-01-05,0.3554,0.548,0.657,0.439,0.525,0,0,0,0,0,0,0,0,0,0.520133333,0,6.3012,是,1,25.80107665,9.985547198,-999,129.95%,3.700189556,2.129753063,5659200000,0,0,0,0,0,0,0,0
300665.SZ,飞鹿股份,9.72,湖南,化工,2017-06-13,0.208,0.46,0.64,0.63,0.64,0.58,0.56,0,0,0,0,0,0,1,0.436,0.38,3.7627,是,1,22.29357798,24.02037028,0.147368421,300.59%,-5.279212624,2.583251389,1205056000,0,0,1,0,0,0,0,0
300666.SZ,江丰电子,56.19,浙江,电子,2017-06-15,0.27,0.33,0.33,0.15,0.12,0,0,0,0,0,0,0,0,0,0.31,0,2.8042,是,1,181.2580645,21.5752121,-999,231.87%,-53.81622775,20.03780044,8083182000,0,0,1,0,0,0,0,0
300667.SZ,必创科技,26.55,北京,机械设备,2017-06-19,0.46,0.72,0.63,0.48,0.38,0,0,0,0,0,0,0,0,0,0.603333333,0,3.9262,是,1,44.00552486,12.92927859,-999,399.46%,-20.00364864,6.762263766,2771600000,0,0,1,0,0,0,0,0
300668.SZ,杰恩设计,15.15,广东,建筑装饰,2017-06-19,0.79,1.69,1.29,1.12,0,0,0,0,0,0,0,0,0,0,1.256666667,0,3.8738,-,0,12.05570292,0,-999,706.59%,-7.48827774,3.910888533,1722910500,0,1,1,0,0,0,0,0
300669.SZ,沪宁股份,39.23,浙江,机械设备,2017-06-29,0.45,0.52,0.69,0.59,0,0,0,0,0,0,0,0,0,0,0.553333333,0,5.5305,是,1,70.89759036,44.38752939,-999,891.60%,-4.897435461,7.093391194,2136467570,0,0,1,0,0,0,0,0
300670.SZ,大烨智能,6.84,江苏,电气设备,2017-07-03,0.1841,0.5811,0.67,0.69,0.58,0,0,0,0,0,0,0,0,0,0.4784,0,3.0235,是,1,14.29765886,0,-999,407.98%,124.9703937,2.262278816,2353212000,0,1,1,0,0,0,0,0
300671.SZ,富满电子,28.27,广东,电子,2017-07-05,0.38,0.66,0.51,0.36,0,0,0,0,0,0,0,0,0,0,0.516666667,0,3.9114,-,0,54.71612903,0,-999,277.98%,94.70539442,7.227591144,2752666000,0,0,1,0,0,0,0,0
300672.SZ,国 科 微,48.2,湖南,电子,2017-07-12,0.5,0.55,0.61,1.07,0,0,0,0,0,0,0,0,0,0,0.553333333,0,9.176,是,1,87.10843373,19.89719992,-999,655.67%,-1.632208772,5.252833479,6585997365,0,0,1,0,0,0,0,0
300673.SZ,佩蒂股份,29.26,浙江,农林牧渔,2017-07-11,1.16,1.56,1.34,1,0.49,0.45,0.44,0,0,0,0,0,0,1,1.353333333,0.296666667,7.9537,是,1,21.62068966,43.46190942,3.561797753,567.43%,-3.857891169,3.678791003,3515635860,0,0,1,0,0,0,0,0
300675.SZ,建 科 院,13.47,广东,建筑装饰,2017-07-19,0.2361,0.2713,0.2867,0.2121,0.2,0.24,0,0,0,0,0,0,0,1,0.2647,0.08,3.0223,是,1,50.88779751,29.64608701,2.30875,199.25%,-1.884526474,4.456870595,2255733846,0,0,0,0,0,0,0,0
300676.SZ,华大基因,103.57,广东,医药生物,2017-07-14,0.97,1.05,0.92,0.77,0.11,1.66,1.32,0,0,0,0,0,0,1,0.98,0.993333333,10.4098,是,1,105.6836735,31.0439394,-0.013422819,471.30%,-4.301980886,9.949278564,23721929000,0,0,1,0,0,0,0,0
300677.SZ,英科医疗,53.46,山东,医药生物,2017-07-21,0.92,1.75,1.18,1.3,0,0,0,0,0,0,0,0,0,0,1.283333333,0,6.4815,是,1,41.65714286,16.59543845,-999,162.33%,58.79736197,8.24809072,3022076973,0,0,0,0,0,0,0,0
